question_id,question,answer,gemini-1.5,gpt-4o,qwen-plus,yi-lightning,360gpt2-pro,spark4.0-ultra,doubao-pro,moonshot-v1,hunyuan-turbo,glm-4-plus,ernie-4.0-turbo
bb06c27c40c64113a834584d57878f8d,柴嵩岩入选了哪一届的国医大师？,第三届,0,0,1,1,1,0,1,1,1,1,1
59547154e0b64dcca92a2da105631ccb,《类证活人书》为宋·朱肱撰于哪一年？,1108年,0,0,0,0,0,0,1,1,1,0,1
46559a8da9b145169471a77b7bdfb690,据道教信仰，何氏九兄弟成仙的地点被改名为什么县名？,仙游县,0,0,0,0,0,0,1,0,1,1,0
833438fd66c24e33a3289e9f7bb0e664,琉球国第二尚氏王朝时期，精通刺绣并以巧织龙袍入贡明朝的琉球士族女性是谁？,蔡红亨,0,0,0,0,0,1,1,0,0,1,1
b4a10ea908a14cad8689a9868aae6470,哪本古籍里介绍枸杞“寒，无毒”？,《食疗本草》,0,0,0,0,0,0,0,0,0,0,0
81127caffd0742f4a37fa0daba3c29ce,狐惑病最早出现在哪本医学著作中？,《伤寒杂病论》,0,0,0,0,0,0,0,0,0,0,0
786fcf4f4e554a47a66a55a619d137a4,黄大仙灵签有多少枝运签？,100,1,1,0,1,0,0,1,0,1,1,1
b2e34d1ea84c4fabb6c27ef5137a3d4f,在中国传统民俗中，十月廿三是哪个神灵的神诞？,青山灵安尊王（青山王）,0,0,0,0,0,0,0,0,0,0,0
514ed3a5d60b47c887254f03ea27aef0,唐末民变期间，王审知和他的两位兄弟加入了哪位农民起义领袖的队伍？,王绪,0,1,0,0,0,0,0,1,1,0,1
fd47d691752d4144a305177f91edcc6e,董氏奇穴的创始人是谁？,董景昌,0,0,1,1,0,0,1,1,1,1,1
25d9d35ea2964d14bb79df97b34ac158,李文忠在洪武十七年去世后被追封的封号是什么？,岐阳王,0,1,0,1,0,1,1,1,1,1,1
fa01b4ebb3374bd7a0ce0dd8d3ceb0d1,西迁节主要是哪个少数民族的节日？,锡伯族,0,0,1,1,0,0,1,0,1,1,0
83f758a05c924adeb3645999df6a4c2a,蟳埔女习俗是在哪一年列入国家级非物质文化遗产名录的？,2008,1,0,0,1,1,1,1,1,1,0,0
ae824be0ac76487e86de1904c27c927a,驯鹰习俗是哪个少数民族的习俗？,柯尔克孜族,0,0,0,0,1,0,0,0,1,0,0
91ed8551c1e34219bf9defa1b3a42c67,中国民间传说中龙母把一条失去尾巴的龙称为什么名字？,掘尾龙,1,0,0,1,0,0,0,0,1,0,0
575d2ad0f43949dc83395f872d7ac884,在《列仙传》中，赤松子被记载为在哪个时代的雨师？,神农时,0,0,0,1,1,0,1,1,1,0,1
acf32edac4d14589b082974e5389e24d,《山海经》中描述的烛龙，其身体的颜色是什么？,赤色,1,1,1,1,1,1,1,1,1,1,1
6be3fb0c8d6a4664bb6d566a4d7fc862,“景颇族目瑙纵歌”是云南省哪个县申报的非物质文化遗产？,陇川县,1,0,0,1,0,0,1,1,1,0,1
b102075174ec4b3ca07df492837aadea,粉岭围是哪个家族在明朝万历年间兴建的？,彭氏家族,0,0,0,1,0,0,1,0,1,1,0
3a57657b57654ea4b90ad900811f4877,上古重要的年终祭祀日腊八节是在哪个朝代才被固定在腊月初八的？,魏晋南北朝,0,1,0,0,0,0,0,0,1,0,1
c3a013d4c2bf441ca0e7f97995dede44,香港长洲的抢包山活动最早出现在哪个朝代？,清,1,1,1,1,0,1,1,1,1,1,1
a2215f9a41d2401b811b89d916b76a88,济南市麦丘农耕民俗文化展览馆位于哪一个镇境内？,殷巷镇,0,0,0,0,0,0,0,0,0,0,0
1d27b8747dc7436f8110391521ac9d57,新民厅是在哪一年从承德、广宁二县地析置成立的？,1813,0,0,0,0,0,0,0,0,0,0,0
abf3ffba256c49cea96872f3c1ebe1e4,最早介绍踩高跷的哪本书？,《列子·说符》,0,1,0,1,0,0,0,1,1,0,1
af64d82183244a398752d8b3f98b20ee,蹴鞠是现在足球的前身，是哪本古籍里记载了“踏鞠始于轩后，军中练武之剧，以革为元囊，实以毛发”？,《太平清话》,0,0,0,1,0,0,0,0,0,0,0
514b8e46f0b94d7481539f085576c4c4,京族哈节中大家会跳的采茶摸螺舞是从哪个歌舞演变而来的？,《舞采茶》,0,0,0,0,0,0,0,0,0,0,1
0d0cd3ffee534a4fa76208f7b626d5bf,东秦州义川郡的永宁县在西魏文帝大统十三年间改名为什么？,太平县,0,0,0,1,0,0,0,0,0,0,0
f8107ecc96594ec38174e339884635f8,夏伯龙（Witold Jabłoński）他将要完成《庄子》的翻译时，手稿在那一场起义中被毁？,华沙起义,1,1,1,1,1,0,0,1,0,0,1
db8b27f614574503a1bbe6641f1f3cda,杨月楼奇案发生在哪一年？,1873年,0,0,0,1,1,1,1,1,1,0,1
514cc1bdf5994379beb3ee7cfe96648c,东晋时期因战功封为东乡侯的将军是谁？,陶侃,0,1,0,0,0,1,0,0,1,1,1
e8daf280d3f847f9ae7ad5b17d7825ab,在宋代，会要所隶属什么机构的管辖？,秘书省,0,1,0,1,0,1,1,0,1,0,0
64872efc08404305a7dcb956c27ced94,海阳义园是在哪一年被朝阳区人民政府公布为北京市朝阳区重点文物保护单位？,1986,0,0,0,0,0,0,0,0,1,0,0
5c5230a91ac44b6e95444e4aa925ee6f,在中国民间信仰中，被认为擅长簿记和保护商业利益的“武财神”是哪位历史人物？,关羽,1,1,1,1,0,0,0,0,1,0,1
2100a2ca5e624ab1af35f3a7dfe5fe3b,平翰在道光十六年十一月至十九年三月任哪一处知府？,遵义知府,1,0,0,0,0,0,0,0,1,0,0
959c601aa9754145998a39ffb8899887,在盐法策案中，被判处大逆罪并处斩的人是谁？,骆愉,0,0,0,0,0,0,0,0,1,0,1
1ece9dab8b144db981eb0bbae3565906,五代十国时期的南平末代国君是谁？,高继冲,1,1,1,0,1,1,1,1,1,1,1
4c700586091c4c41a0c1ad781547465d,中国评剧剧作家何孝充是哪一年出生的？,1932,0,0,0,0,0,0,1,0,1,1,0
9d418c66474e47e5b0fcac08dfc893c3,清朝乾隆帝亲自题写的对联“明月清风无尽藏，长楸古栢是佳朋”悬挂在哪座建筑的明间北柱上？,古华轩,0,0,0,0,0,0,0,0,0,0,0
9f3b9bfd47274133b10af7408c2fc989,徽政院在元朝时首次是哪一年成立的？,1294,1,0,0,0,0,0,0,0,1,0,0
dd349f0c0cd74829a405a74f0b1bade7,吴三桂哪一年在湖南衡州称帝，国号周，改元昭武？,1678年,0,1,1,1,1,1,1,1,1,1,1
fccfb01098764a3696749de1cac96653,1923年张其昀在哪里发表《历史地理学》标志着历史地理学在中国成为一门专门的现代学科？,《史地学报》,0,0,0,0,0,0,0,0,1,0,0
ff1cb30dd71c4f86a35b23244acb461d,《大清万年一统天下全图》是谁在乾隆32年（1767年）负责制订？,黄千人,0,0,0,0,0,1,1,0,0,0,0
8e9c06dc364f4250a3db53b150a8e0f9,《春秋大事表》的作者是谁？,顾栋高,0,0,0,1,0,1,1,0,1,1,1
6f51163f6e90410da005ad823151a5cf,辽代东京道中“道”这一制度最早是哪个朝代创立，辽代承袭了这一制度？,唐朝,1,1,1,1,1,1,1,1,1,1,1
39e2f777dae9400c805ea0f34383ea49,宋太宗封独山为什么国王？,惠威弘应丰国王,0,0,0,0,0,0,0,0,0,0,0
bd8f6020703b4abdb2367fd463e43526,同治十年（1871年）七月，李鸿章代表中国与日本签订了什么条约？,《中日修好条规》,1,1,1,1,1,1,1,1,1,1,1
33ddd749666d4af7afe6ad515634d35b,《古钱大辞典》的作者是谁？,丁福保,0,0,1,1,0,1,1,1,1,1,1
a55ca71e8218417aa751a0e1511eec2d,中国考古学家李零是哪年成为美国美国人文与科学院外籍院士？,2016,0,0,0,1,0,0,1,0,1,0,0
7e9dbfcc33a149489ec9b2009fdc5b6c,京口闸遗址是在哪一年被列为江苏省文物保护单位的？,2019,0,0,0,0,0,0,0,0,1,0,0
be6ec29ad5fb4cfc90c884cfe23f8a82,平津闸的制造者是谁？,郭守敬,0,0,1,1,0,0,0,0,1,1,0
ca6de8085b824931b4fcb8a239617153,明朝政治人物杨继盛在嘉靖三十二年因弹劾哪位权臣而遭诬陷下狱？,严嵩,1,1,1,1,1,1,1,1,1,1,1
ee4fc5726b7549728060e0cbf940397b,东汉时期编䜣和李梵编纂的历法叫什么？,《四分历》,1,1,1,0,1,1,1,1,1,1,1
0554cd561589468b887c1544d5c15179,天人感应学说现存文字记载最早见于儒家六经中的哪一部书中？,《尚书·洪范》,1,1,0,1,0,1,1,1,1,1,1
dbd5801f37be485ba83a66e79796e931,圭表是中国古代根据什么的变化测定季节、划分四季和推算历法的工具？,日影长度,1,1,1,1,1,1,1,1,0,1,1
da69550924964fea8adb72de921513a7,唐代谯国公李崇义的是谁的儿子？,李孝恭,0,1,0,0,0,0,0,0,1,0,0
04df699415cc41c7bc9488674f17e9d8,1942年全汉昇先生所撰哪一文章发表于《史语所集刊》，备受学界赞誉？,《宋末的通货膨胀及其对于物价的影响》,0,0,0,0,0,0,0,0,0,0,0
0f6bcdc653174876a2c3dddc1cab762a,《千字文》的作者是谁？,周兴嗣,0,1,1,1,1,0,1,1,1,1,1
c37aad032a6f48299f1f06d890244c44,毛公鼎铭文是哪个朝代的代表金文？,西周,1,1,1,1,1,1,1,1,1,1,1
2c604a876d974c4cad9ef267aa532be7,鸳鸯豆是春秋战国时代流行于哪个国家的食器？,楚国,0,1,0,1,0,0,0,0,1,0,1
58bf4d242c25465a852e286d4cfaab5a,尉迟敬德在玄武门之变中射杀了意图扑杀李世民的齐王名字是什么？,李元吉,1,1,1,1,1,1,1,1,1,1,1
43c795b59e484d6c8d4291ab889f1729,朱佶煟在正统十一年（公元1446年）二月二十日薨，谥号是什么？,平遥僖靖王,0,0,0,0,0,0,0,0,0,0,0
62bdde01b8ae41a2acd3785a9adf1ace,北宋《集古录》是谁编纂的？,欧阳修,1,1,1,1,1,1,1,1,1,1,1
f12fa62d168b4a0f8fa3aa11c8cf83a7,刘法鲁在哪个省份曾任戏剧家协会副主席？,陕西省,0,0,0,0,0,0,0,0,1,0,0
4bbc62f7d384498ca609dd2b1d7887c0,台湾警政署首次正式公布十大枪击要犯是哪一年？,1989,0,0,0,1,0,1,0,0,1,0,0
c869ed0d94834a2ab9156d054f1fdb74,关于明代的朝参腰牌，哪一部史书记载了：“凡文武朝参官、锦衣卫当驾官，亦领牙牌，以防奸伪，洪武十一年（1378年）始也。”？,《明史·舆服四》,0,1,1,0,0,1,1,0,1,1,1
7a21bb2ca2824de3a4d30efd607a5536,2022年川剧节开幕演出——《大美山川 光耀川剧》是在哪个市演出的？,重庆市,0,0,0,0,1,1,0,0,1,0,0
223f257383884faaa98404fb195da42f,西台遗址位于中国哪个省的共和县？,青海省,1,1,1,1,1,1,1,1,0,1,1
cad0a8e3ea2f48ec948ab0217f8b7d41,在汉朝，为了避讳哪个皇帝的名讳而将“启蛰”改为“惊蛰”？,汉景帝,0,1,1,1,1,0,1,1,1,1,1
8dd6442d5f75450d9a7865a51c976af7,中国人民争取和平与裁军协会成立于哪一年？,1985年,0,1,1,1,0,1,1,1,0,1,1
48909867bbbc4e1cadb9ee2574e8956a,在《礼记·曲礼下》中，皇考一般是对已故的哪位亲属的尊称？,父亲,1,1,1,1,1,0,1,1,1,1,1
78aa6671cdfd4c8eb6ec80d4fe23b3b4,《裨海纪游》是哪位清朝官员所著的作品？,郁永河,0,1,0,1,0,0,1,1,1,1,1
064bd478a40747278eb61c371976787c,中国五大戏曲剧种中有“第二国剧”之称的是哪个剧种？,越剧,0,1,1,1,1,1,1,1,1,1,0
efc51da494c641a6b50b3701601b799c,黄梅戏在哪一年被列入第一批国家级非物质文化遗产名录？,2006,1,1,1,1,0,1,1,1,1,1,1
04347de673c04ab18b974490e2d90e76,著名滑稽演员王双柏在《老娘舅》中扮演哪个角色而知名？,王伯伯,0,0,0,1,0,0,0,0,1,0,0
dd210eb7420a4ae9ac2e87de306aa3a9,中华剧艺社是在哪一年成立的？,1941,0,0,1,1,1,0,1,0,1,0,0
e7d91c1dbc504895aa8ebcf27c0b88ef,梅兰芳首次登台表演是在哪一年？,1904,0,0,1,1,1,0,1,1,1,1,0
9a556ef27f0c4504b52f1058c593d8bd,1935年被称为“豫剧皇后”的是哪一位演员？,陈素真,0,1,1,1,1,0,1,1,1,0,1
b63b80b9e8804791aad268ab7936cbe9,谁改革了昆山腔并创立了委婉细腻、流利悠远的“水磨调”？,魏良辅,0,1,1,1,1,1,1,1,1,1,1
f36240dffd1c453b95353f65932cc6c6,玉环鼓词被列入第几批浙江省非物质文化遗产代表性项目名录？,第五批,1,0,0,0,0,1,0,0,1,0,0
59a6b106781d41d99040b484d619a542,侗戏作为非物质文化遗产项目首次登录是哪一年？,2006,1,1,1,0,1,0,1,1,1,1,1
9e1a503d41a94baebdaff894a443f7c2,中国大陆作家沙叶新创作的《假如我是真的》剧本首次上映于哪一年？,1981年,1,0,1,0,0,0,0,0,0,0,0
be1ab40a6baf48ba84d0ef0d0a3e4e1a,黄梅戏哪一年被列入国家级非物质文化遗产名录？,2006,1,1,1,1,0,1,1,1,1,1,1
dde2a3471bc04301857562e31a838843,中国剧作家胡丹沸出生于哪一年?,1913,0,0,0,0,0,0,0,0,0,0,0
a45ea884ffd84a20a1891de875ebe4c2,《海刚峰先生居官公案传》是哪个朝代的公案小说?,明代,1,0,1,1,1,1,1,1,1,1,1
682d4eaeff8f4faa9530733d0aa97a37,《贵妃醉酒》属于中国五大戏曲剧种中哪一种？,京剧,1,1,1,1,1,1,1,1,1,1,1
437d69e14b194a68a9536e79b2fab7b7,《玉蟾记》是哪个朝代的小说？,清代,0,0,0,1,0,0,1,0,1,1,0
1dd84d0d6cf44efd8712e7df34ace1d4,中国国家京剧院的首任院长是谁？,梅兰芳,1,1,1,0,1,1,1,1,1,1,1
5043da5c377047e5aef76f9b5304f418,《牡丹亭还魂记》是谁创作的虚构剧本？,汤显祖,1,1,1,1,1,1,1,1,1,1,1
010ca30bee2b41218e4e4f6b8287f1cc,明朝性文学小说《载花船》的作者署名是什么？,西泠狂者,0,0,1,0,0,0,0,0,1,0,0
c21e11fac7144509b8ebb08056d70925,“宁为玉碎，不为瓦全”这句成语出自哪个古代中国典籍？,北齐书,1,1,1,1,1,1,1,1,1,1,1
1a508a7513be4dc183551f0a800cd9d0,肉孜·吾守尔是哪一年加入中国作家协会的？,1997,0,0,0,0,0,0,0,0,0,0,0
84d101f887234c57936d5aa7b2bae069,中国教育家陈准民在哪一年成为对外经济贸易大学的校长？,1999年,0,0,0,0,0,0,0,0,1,1,0
ab3325108b0d4411918c0556ffea0baa,《点校本二十四史》中《北齐书》的作者是哪位历史学家？,李百药,0,1,0,1,1,0,1,1,1,1,1
73a71f50ac644ac49d884778ddcf36d4,唐代诗人、官员贾至逝世的年份是哪一年？,772,1,1,0,1,1,1,1,0,1,1,0
bad7e0a7033a4c018e085a63725e0795,《后水浒传》的作者被称作什么名字？,青莲室主人,0,0,0,1,0,0,1,0,1,0,1
b93c2d1c0bcd49d59d7c6347279a8fd7,1928年首次出版的《地之子》是哪位作者的作品？,台静农,0,0,0,1,0,1,1,0,1,1,1
106b6d2811ec4f7db5500af581f0431e1,曹丕因刘勋逼迫哪位女性离婚而撰写了《代刘勋出妻王氏诗》？,王宋,1,0,1,1,1,0,1,1,1,1,1
84b93689a1344a518e960ec6d53debf9,《钦定四库全书》在清朝哪位皇帝的主持下，由纪昀等360多位高官、学者编撰，3800多人抄写，耗时十三年编成？,清高宗乾隆帝,1,1,1,1,1,1,1,1,1,1,1
14f2390a11574a90a1792724080b9e62,东晋经学家虞预本名什么？,虞茂,0,0,0,0,0,0,0,0,1,1,1
af51bfaa7d2246bebd23b6dafbecf0d4,中国长篇历史小说《隋唐演义》的作者是谁？,褚人获,0,1,1,1,1,1,1,1,1,1,1
9a774ec8d5b240ecadacff8e84a48782,《湖南人与现代中国》一书的作者是谁？,裴士锋,0,0,0,0,0,0,1,0,1,0,0
81e120ec9ae24b3faf23dfe55e0dc7f1,《文心雕龙》全文用哪种文体撰写？,骈文,0,1,1,1,1,1,1,1,1,1,1
c1de16c962c940fb948587b3e6d2e818,安徽大剧院位于哪个城市？,合肥市,1,1,1,1,1,1,1,1,1,1,1
4cd7abcb11a04bd49ea2ed2effa2184f,东汉文学家桓彬的字什么？,彦林,0,0,1,0,0,0,1,1,1,0,0
830d95a998104f7aaa4967e9269aa704,《六谕衍义》是谁在康熙年间所作的著作？,范𬭎,0,0,0,0,0,0,1,0,0,0,0
206f9667f5a94a248e5e7348c084c365,《南翁梦录》的作者是谁？,黎澄,0,0,0,1,0,0,1,0,0,1,0
bd5dfc59a8634d6081d3ba42a7aac8cd,清代小说《野叟曝言》的作者是谁？,夏敬渠,0,0,1,1,1,1,1,1,1,1,1
0d728745fdd64e03b23d609f0a6f518a,《冥祥记》是哪位古代人物所撰写的作品？,王琰,0,1,1,0,0,1,1,1,1,1,1
2ed1ab79cec0478ea7c24bc26cbc9560,由移风社和任天知的开明新剧社演出的《谁先死》是属于什么戏剧种类？,滑稽戏,0,0,0,0,0,0,0,0,1,0,0
f7a1d5882359443a9335f77a628c8567,《往五天竺国传》的作者是谁？,慧超,0,0,0,1,0,0,1,0,1,0,0
a55228df44024a01bb08013de5bbf2b1,诗集《时刻如此安静》的作者是谁？,贺绫声,0,0,0,0,0,0,0,0,1,0,0
a839635823a747549d09ae8e55c377be,古龙小说《楚留香传奇》系列中的第一部作品是什么？,血海飘香,0,1,0,1,1,1,1,1,1,1,1
8b0c9924b4f54f0783be9086b96e89cc,连横的《台湾语典》全书共分为多少卷？,4,0,1,0,1,0,1,1,1,1,0,0
09767f563f2b4e32bc3afc6cf2379551,哪本书里在「诗赋」类下有著录「《唐勒赋》四篇」？,《汉书·艺文志》,0,0,1,1,1,1,1,1,1,1,1
e16fb75d63c44b9887cd2dd59f586dc7,《隋书》中记载的《搜神后记》作者是谁？,陶潜,0,1,1,1,1,0,1,1,1,1,1
467c9bb01ccc404ca23fbbcac65a380d,《红楼梦》中的贾迎春是谁的女儿？,贾赦,1,1,1,1,1,1,1,1,1,1,1
d6f43803c081439b8bb70a5fb6d16f98,《九命奇冤》是由哪位作者所著？,吴沃尧,0,0,1,1,0,1,1,1,1,0,1
fd771a7396ac41fa8e35858cdd409bc1,建安七子是指孔融、陈琳、王粲、徐干、阮瑀、应玚和谁？,刘桢,0,1,1,1,1,1,1,1,1,1,1
8920240ed8c04966883e428421269dba,在《大宋宣和遗事》中讲述宋江36人聚义梁山伯最后被谁平定？,张叔夜,0,0,0,1,1,0,1,1,1,1,1
7d1689b581d844dfb25e69eec0292bab,被称为“巴蜀鬼才”的著名中国剧作家、杂文家、辞赋家是谁？,魏明伦,0,1,1,1,0,1,1,1,1,1,1
1531e433174c4eae85da1c74254d24b9,北朝民歌《木兰诗》与哪一首乐府诗合称为乐府双璧？,《孔雀东南飞》,1,1,1,1,1,1,1,1,1,1,1
106b6d2811ec4f7db5500af581f0431e,《平虏将军妻》这首诗是由哪位著名诗人所作？,李白,1,0,0,0,0,0,0,0,1,0,0
660daefb508c4cc097169495f8080eda,谁是《清宫十三朝演义》的作者？,许啸天,0,0,0,0,0,0,1,1,1,1,0
85a9a614f5d04391857f59a45b21b476,南宋末期，《夷坚志》采用的书名是从哪部古代文献中提取的?,《列子·汤问》,0,0,1,1,1,0,1,0,1,1,0
9cdf5efe6f3f4e06a75e946bd63e4bc6,《花间集》是由哪位文学家编选的词集？,赵崇祚,0,1,1,1,0,1,1,1,1,1,0
8d25d0ee58004fa4ab9c9850c3682d5c,《南游记》中孙悟空的女儿名叫什么？,月孛星,0,0,0,0,0,0,0,0,1,0,0
e226d9a1c8f645a88697787d8cafdea8,哪部文言文中表达了孔子对鬼神、生死的态度，并有著名文句：“未能事人，焉能事鬼？”？,《论语·先进篇》,1,1,1,1,1,1,1,1,1,1,1
5e3fccc672544b1bacfd720a137a2880,《株林野史》这本书成书于哪个朝代？,清朝,1,1,0,0,0,0,0,0,1,0,0
c85c9cc7c7b743ef87c35fcc69817190,《安澜纪要》的作者是谁？,徐端,0,0,0,0,0,0,0,0,0,0,0
b247bec3be0c4e62944b925b7b41924a,在《淮南子》中记载的海外三十六国之一，其居民的腿长达到三丈且常用于捕鱼的国家名是什么？,长股国,0,1,1,1,1,1,1,1,1,1,0
861fd20616de4f23aed070d41634dfb3,鲁迅认为清代吴敬梓说做的哪本小说的思想内容是“秉持公心，指摘时弊”？,《儒林外史》,1,1,1,1,1,1,1,1,1,1,1
19bc3685b09e47e9a1b29daea5c014b0,咏春拳传人梁兰桂是从谁那里学得咏春拳的技艺？,梁博俦,0,0,1,1,0,0,0,0,1,0,0
76bcd83ba8124f14b635bf87e45a940c,周嘉宁的哪部作品发表于2013年8月并由上海人民出版社出版？,《荒芜城》,0,0,1,1,0,1,0,0,1,1,0
cd8e45439e514960ba6586716517a1f4,中国历史上被誉为最早的临床医学百科全书的中医书籍是哪部？,《备急千金要方》（《千金方》）,0,1,0,1,0,0,1,0,1,0,0
1ee80a2ac0c64f068df365777c6dd4f0,章平的诗集《心的墙、树和孩子》是在哪一年出版的？,1993,0,0,0,0,0,1,0,0,1,0,0
f45cd4235b8c447da4a1186ee118af88,乌拉孜汗·阿合麦德创作并获得全国第一届少数民族文学创作奖的长篇小说是什么作品？,《巨变》,0,0,0,1,0,1,1,0,1,0,0
5bc16e8218eb47faa9d46d3107e271c8,太极拳第六代传人，被称为“牌位大王”的是谁？,陈长兴,0,0,1,0,0,0,0,0,1,0,0
6279df9c2cbc40a99f8cf3d294abeb21,韩化臣是八极门第几代大师？,5,0,0,0,0,0,0,0,0,1,0,0
8859199190d34d3085e7f5c7c466e647,鹤拳是谁在清康熙年间创立的？,方七娘,0,0,1,0,0,0,1,1,1,1,1
2151cf8829e44c23a7b1e609865b9b32,释行真是少林寺第几代嫡传弟子,第三十二代,0,0,1,1,0,1,0,0,1,0,0
7fd87e0fb9954a639482a515d902a1bd,少林老洪拳属于哪一位少林寺武僧教练生前所传套路之一？,释德根大师,0,0,0,1,0,0,0,0,1,0,1
0e882bf5cef947b589cac7fa5ccff735,2004年，形意拳在中国成立的第一个国际性组织是什么？,国际形意拳道联盟发展中心,0,0,1,0,0,0,0,1,1,0,0
da81c5f238ef47c6a6cb44032ca23dbc,螳螂拳在哪一年获得中国国家非物质文化遗产保护？,2011,0,0,0,0,0,1,1,0,1,0,1
